,age,fnlwgt,educational-num,occupation,hours-per-week,income,capital-net,native-american,workclass_Other,workclass_Private,workclass_gov,workclass_other,marital-status_Married-civ-spouse,marital-status_Never-married,marital-status_Separated,race_Black,race_Other,race_White,male
10598,39,128715,9,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,1
10903,66,115880,13,0.21287436311668945,40,1,10605,1,0,1,0,0,1,0,0,0,0,1,1
46701,51,84278,13,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
40400,49,195727,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
22612,39,207185,10,0.21287436311668945,35,1,0,0,0,1,0,0,1,0,0,0,0,1,0
35513,32,54782,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
44878,24,281356,2,0.21287436311668945,66,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9668,59,95835,11,0.32516703786191536,55,1,0,1,1,0,0,0,1,0,0,0,0,1,1
44166,36,166697,13,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,0
9587,26,301563,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
21922,40,115161,9,0.21287436311668945,30,0,0,1,0,1,0,0,1,0,0,0,0,1,1
19350,48,176140,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,0
43961,38,105150,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
18723,54,137678,10,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,0,0,1,0
44121,35,265662,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
18331,22,188569,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2285,37,105044,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
26780,56,162130,3,0.32516703786191536,67,1,-1887,1,1,0,0,0,1,0,0,0,0,1,1
18185,39,179271,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
22965,30,281030,9,0.32516703786191536,66,0,0,1,1,0,0,0,0,1,0,0,0,1,1
42970,40,99185,12,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,0,0,1,1
33002,28,147560,10,0.21287436311668945,55,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
41662,45,178319,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
40356,29,194940,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
48582,65,103153,4,0.29697986577181207,40,0,-1411,1,0,0,0,1,1,0,0,0,0,1,1
1716,55,377113,13,0.21287436311668945,60,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
26403,50,259377,14,0.29697986577181207,40,1,15024,1,0,0,0,1,1,0,0,0,0,1,0
7636,55,183884,9,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
16283,38,215646,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
20645,29,355569,11,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,0
27584,31,117816,4,0.21287436311668945,70,0,0,1,0,1,0,0,0,0,1,0,0,1,1
8407,36,167482,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
22407,38,110607,9,0.21287436311668945,32,0,0,1,0,1,0,0,0,0,1,0,0,1,1
17131,61,99784,14,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
26026,19,29510,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
887,36,151764,10,0.21287436311668945,40,1,5178,1,0,1,0,0,1,0,0,0,0,1,1
10337,43,222596,13,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
42089,36,153066,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24119,25,256263,12,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
48578,47,160474,9,0.21287436311668945,30,1,0,1,0,1,0,0,1,0,0,0,0,1,0
44094,40,119101,10,0.21287436311668945,68,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
42908,30,127651,9,0.32516703786191536,48,1,-1887,1,1,0,0,0,1,0,0,0,0,1,1
44343,37,263094,13,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
45596,23,130905,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
46030,19,333953,8,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
32090,58,143731,9,0.32516703786191536,72,1,0,1,1,0,0,0,1,0,0,0,0,1,1
27291,37,77820,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
48476,41,112283,9,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
22419,21,29810,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,0
34567,54,90363,12,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
48187,48,313925,12,0.21287436311668945,30,1,0,1,0,1,0,0,1,0,0,0,0,1,0
17308,45,368561,9,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
10762,48,59380,10,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3512,21,320425,10,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
24949,27,81540,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
5440,71,139031,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
22396,33,34080,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
25161,36,193026,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16156,45,121676,10,0.21287436311668945,36,1,0,1,0,1,0,0,1,0,0,0,0,1,0
14934,26,93806,10,0.32516703786191536,25,0,0,1,1,0,0,0,0,1,0,0,0,1,1
28455,52,125796,14,0.32516703786191536,40,1,-1848,1,1,0,0,0,1,0,0,1,0,0,0
43470,26,176008,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
11104,50,148121,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,1,0,0
35665,44,124924,11,0.29697986577181207,44,0,0,1,0,0,0,1,0,1,0,0,0,1,1
25848,65,155261,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
39324,26,226288,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
34215,39,327164,14,0.29697986577181207,45,0,0,1,0,0,0,1,1,0,0,0,0,1,1
41784,48,287480,14,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
25160,34,97723,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20651,29,200515,10,0.21287436311668945,38,0,0,1,0,1,0,0,1,0,0,0,0,1,1
7985,29,37429,9,0.32516703786191536,30,0,0,1,1,0,0,0,1,0,0,0,0,1,0
26022,27,275110,9,0.21287436311668945,80,1,0,1,0,1,0,0,1,0,0,1,0,0,1
21694,50,117791,9,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,0,0,1,0
34950,45,318280,10,0.29697986577181207,50,1,7688,1,0,0,0,1,1,0,0,0,0,1,1
8669,37,264700,9,0.21287436311668945,35,0,0,1,0,1,0,0,1,0,0,1,0,0,0
43154,42,227065,10,0.21287436311668945,32,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
27241,36,175232,9,0.21287436311668945,40,1,5178,1,0,1,0,0,1,0,0,0,0,1,1
22486,40,146520,14,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
25965,60,113658,10,0.29697986577181207,35,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10348,58,141379,9,0.21287436311668945,42,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8179,27,157612,13,0.21287436311668945,60,0,0,1,0,1,0,0,0,0,1,0,0,1,0
26604,35,101978,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,0,1,0,0,1,1
36408,35,241998,9,0.21287436311668945,40,1,4787,1,0,1,0,0,0,1,0,0,0,1,1
41884,28,110164,10,0.21287436311668945,24,0,0,1,0,1,0,0,0,0,1,1,0,0,1
2755,34,100734,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
25374,58,130454,10,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
30671,45,341995,11,0.21287436311668945,42,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
20756,53,143822,14,0.32516703786191536,36,1,0,1,1,0,0,0,1,0,0,0,0,1,1
33187,32,286689,12,0.21287436311668945,42,1,0,1,0,1,0,0,1,0,0,0,0,1,1
9748,32,73514,11,0.29697986577181207,50,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11520,63,192849,13,0.21287436311668945,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8331,52,247806,14,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
41826,39,318452,7,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3404,31,101562,13,0.21287436311668945,50,1,0,1,0,1,0,0,0,1,0,0,0,1,0
19776,21,182606,10,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,1,0,0,1
48770,61,355645,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,1,0,0,1
24941,33,116539,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
18355,36,126569,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
19809,17,263746,6,0.21287436311668945,24,0,0,1,0,1,0,0,0,1,0,0,0,1,1
24180,46,28225,10,0.21287436311668945,58,0,0,1,0,1,0,0,1,0,0,0,0,1,1
34958,33,160216,14,0.21287436311668945,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37172,59,171015,10,0.21287436311668945,34,0,0,1,0,1,0,0,0,1,0,0,0,1,0
24940,32,385959,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,1
6646,27,95423,10,0.32516703786191536,60,0,0,1,1,0,0,0,1,0,0,0,0,1,1
6675,52,29887,15,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
48023,44,201723,13,0.21287436311668945,45,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
29049,44,174189,10,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
26079,49,28334,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
36886,34,31740,4,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
922,38,105161,13,0.29697986577181207,30,0,0,1,0,0,0,1,1,0,0,0,0,1,1
22665,35,38948,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
27226,45,187581,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
48309,44,203761,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
20836,41,67339,7,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
31214,36,93225,13,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,1
21872,28,308709,13,0.21287436311668945,48,0,0,1,0,1,0,0,0,1,0,0,0,1,0
43887,29,133625,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3374,24,95984,11,0.21287436311668945,55,0,0,1,0,1,0,0,0,1,0,0,0,1,1
31142,60,142494,10,0.21287436311668945,40,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
22797,40,175686,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1185,33,292603,10,0.21287436311668945,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3271,32,49398,13,0.21287436311668945,40,1,10520,1,0,1,0,0,0,0,1,0,0,1,1
14996,45,128141,7,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23780,37,176756,10,0.21287436311668945,70,1,-1485,1,0,1,0,0,1,0,0,1,0,0,1
28995,47,54887,16,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
17806,20,231286,10,0.21287436311668945,15,0,0,1,0,1,0,0,0,1,0,1,0,0,1
21771,62,200577,14,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,1
30274,33,159303,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
36180,70,315868,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
47733,55,143949,14,0.29697986577181207,45,1,3103,1,0,0,0,1,1,0,0,0,0,1,0
5418,48,103648,11,0.21287436311668945,41,0,0,1,0,1,0,0,0,0,1,0,0,1,0
13818,30,131415,13,0.21287436311668945,60,0,0,1,0,1,0,0,0,1,0,0,0,1,0
15145,34,185216,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20412,41,221947,10,0.21287436311668945,50,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
35144,41,129865,9,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,1
36087,42,317078,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1
15948,40,77370,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
2225,36,321274,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
33516,49,102945,4,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1211,37,347491,12,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
16242,37,238980,14,0.3912087912087912,42,0,0,1,0,0,1,0,0,1,0,0,0,1,1
15009,36,112271,13,0.21287436311668945,40,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
3984,43,182521,15,0.21287436311668945,35,1,15020,1,0,1,0,0,0,0,1,0,0,1,0
19259,29,190562,9,0.21287436311668945,56,0,0,1,0,1,0,0,0,0,1,0,0,1,1
5314,44,245333,11,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
30285,60,194252,14,0.32516703786191536,40,1,3103,1,1,0,0,0,1,0,0,0,0,1,0
13878,29,327766,10,0.21287436311668945,55,1,0,1,0,1,0,0,0,0,1,0,0,1,1
45402,51,46401,10,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,0
39057,26,132749,10,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
322,37,243409,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
27544,18,301867,9,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,1,0,0
40718,31,403468,10,0.21287436311668945,50,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36409,44,106900,9,0.21287436311668945,68,0,0,1,0,1,0,0,1,0,0,0,0,1,1
42466,39,219483,13,0.21287436311668945,32,0,5013,1,0,1,0,0,1,0,0,0,0,1,0
37348,35,272476,12,0.21287436311668945,35,1,0,1,0,1,0,0,1,0,0,0,0,1,0
28271,61,198078,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
4082,34,87131,6,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
24910,53,204584,14,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
29996,20,314422,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5311,40,174395,13,0.29697986577181207,60,1,0,1,0,0,0,1,1,0,0,0,0,1,1
44589,51,53197,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
46135,35,316141,10,0.21287436311668945,40,0,7443,1,0,1,0,0,0,0,1,0,0,1,0
10661,26,331806,9,0.21287436311668945,37,0,0,1,0,1,0,0,0,1,0,1,0,0,1
13103,57,191873,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
27662,56,175057,13,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
28628,43,172401,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
34837,26,147719,13,0.32516703786191536,20,0,0,0,1,0,0,0,0,1,0,0,1,0,1
12210,46,131939,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
36410,41,204235,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
11479,26,322585,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
23316,51,216475,13,0.21287436311668945,43,1,-1564,1,0,1,0,0,0,1,0,0,0,1,0
5715,37,261241,10,0.21287436311668945,50,0,-1485,1,0,1,0,0,1,0,0,0,0,1,1
13772,42,99185,13,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
28742,36,111499,14,0.21287436311668945,40,1,14084,1,0,1,0,0,0,1,0,0,0,1,0
36080,31,147654,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
8519,30,206923,12,0.21287436311668945,40,1,-1977,1,0,1,0,0,1,0,0,0,1,0,0
18072,43,57322,12,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
36493,41,197176,13,0.32516703786191536,75,1,0,1,1,0,0,0,1,0,0,0,0,1,1
8919,25,120596,13,0.21287436311668945,44,0,0,1,0,1,0,0,0,1,0,0,0,1,1
32828,43,184846,9,0.21287436311668945,60,0,0,1,0,1,0,0,0,0,1,0,0,1,0
12258,41,304605,9,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
31844,24,225724,13,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
36098,52,260938,10,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
8807,24,292816,11,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4322,37,116736,9,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,0,0,1,1
36582,28,111696,9,0.21287436311668945,40,0,-1974,1,0,1,0,0,0,0,1,0,0,1,1
40899,32,160634,13,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43991,52,317032,9,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
11815,42,177937,14,0.32516703786191536,45,0,0,1,1,0,0,0,0,1,0,0,0,1,1
9544,60,119684,10,0.21287436311668945,40,1,3103,1,0,1,0,0,1,0,0,0,0,1,1
22718,17,191260,7,0.21287436311668945,10,0,594,1,0,1,0,0,0,1,0,0,0,1,1
3229,24,216853,9,0.21287436311668945,37,0,0,1,0,1,0,0,1,0,0,0,0,1,1
36662,26,178140,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37209,52,186303,10,0.21287436311668945,55,1,15024,0,0,1,0,0,1,0,0,0,0,1,1
47725,51,141388,9,0.32516703786191536,55,0,0,1,1,0,0,0,1,0,0,0,0,1,1
9214,29,394927,6,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
30636,29,134331,6,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
20850,36,274809,9,0.21287436311668945,50,0,0,1,0,1,0,0,0,0,1,0,0,1,0
23534,48,166929,13,0.21287436311668945,45,1,0,0,0,1,0,0,1,0,0,0,0,1,1
19631,25,374163,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,0,1,0,1
44847,31,246439,10,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
36569,32,127875,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
28640,39,103984,13,0.3912087912087912,40,0,0,1,0,0,1,0,0,0,1,1,0,0,0
38226,34,190385,14,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,0
43798,34,185063,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29287,28,226198,9,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,0
45235,50,132716,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45494,25,263773,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
32868,40,151038,13,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,1
28946,37,90881,10,0.3912087912087912,55,1,8614,1,0,0,1,0,0,0,1,0,0,1,1
175,36,236391,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
7349,60,224277,13,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
21519,39,99146,13,0.3912087912087912,60,1,-1887,1,0,0,1,0,1,0,0,0,0,1,1
42728,23,69847,13,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,1,0,0
29679,50,173754,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
148,55,124771,13,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
8448,28,142712,13,0.21287436311668945,57,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
31533,53,176059,14,0.29697986577181207,50,0,0,1,0,0,0,1,0,0,1,0,0,1,0
33878,47,362835,13,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
26061,49,105586,11,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,1,0,1
49,56,131916,9,0.32516703786191536,50,0,0,1,1,0,0,0,0,0,1,0,0,1,0
31144,38,194538,11,0.21287436311668945,48,1,0,1,0,1,0,0,1,0,0,0,0,1,1
42242,38,136629,13,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
34977,55,101338,6,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
962,48,238567,3,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
37311,41,238355,3,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12154,44,143104,10,0.29697986577181207,38,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6593,20,236601,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
39327,39,174242,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
40733,33,134886,13,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,0
27336,20,194138,7,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
44162,49,40666,10,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
13061,55,161423,14,0.21287436311668945,52,1,0,1,0,1,0,0,1,0,0,0,0,1,1
7481,41,124330,10,0.32516703786191536,30,0,0,1,1,0,0,0,1,0,0,0,0,1,0
2372,66,37170,9,0.32516703786191536,42,1,0,1,1,0,0,0,1,0,0,0,0,1,1
23493,31,318647,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
27392,28,263614,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29522,41,47902,13,0.29697986577181207,45,1,0,1,0,0,0,1,1,0,0,0,0,1,1
19724,28,259351,6,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,1,0,1
16326,57,337895,13,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,1,0,0,1
48613,26,233777,9,0.21287436311668945,72,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7354,22,309620,9,0.21287436311668945,45,0,0,0,0,1,0,0,0,1,0,0,1,0,1
29629,34,226443,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
12230,40,200671,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,1
12415,47,136258,10,0.32516703786191536,30,0,0,1,1,0,0,0,0,0,1,0,0,1,1
30887,55,147989,10,0.21287436311668945,52,0,5013,1,0,1,0,0,1,0,0,0,0,1,1
33430,49,225124,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,0
27349,28,250135,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
11933,51,249449,13,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20085,19,262515,7,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
10718,28,118089,9,0.21287436311668945,45,1,4386,1,0,1,0,0,1,0,0,0,0,1,1
19745,31,203488,13,0.21287436311668945,50,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
5318,34,260560,9,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
30152,55,51499,10,0.32516703786191536,72,0,0,1,1,0,0,0,1,0,0,0,0,1,1
14950,45,243743,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
33983,62,354075,13,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
23651,42,166740,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
2694,35,166497,15,0.21287436311668945,60,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
25930,39,43712,9,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
125,69,183791,9,0.21287436311668945,25,0,0,1,0,1,0,0,0,0,1,0,0,1,0
13297,34,169186,9,0.32516703786191536,50,0,0,1,1,0,0,0,1,0,0,0,0,1,1
24486,38,132879,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
39265,56,193453,13,0.21287436311668945,65,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
18323,41,113597,10,0.21287436311668945,16,0,0,1,0,1,0,0,1,0,0,0,0,1,1
13802,47,106942,4,0.21287436311668945,38,0,0,1,0,1,0,0,0,0,1,0,0,1,0
20988,27,131298,6,0.32516703786191536,48,0,0,1,1,0,0,0,1,0,0,0,0,1,1
24481,24,300584,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
24202,29,161444,9,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
18987,27,204098,9,0.29697986577181207,50,0,0,1,0,0,0,1,1,0,0,0,0,1,1
6297,45,45501,13,0.29697986577181207,50,0,0,1,0,0,0,1,0,1,0,0,0,1,0
25952,21,208503,10,0.21287436311668945,10,0,0,1,0,1,0,0,0,1,0,0,0,1,1
33092,46,180010,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,0
35447,41,351161,9,0.21287436311668945,45,1,-1848,1,0,1,0,0,1,0,0,0,0,1,1
14533,42,208347,7,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,1,0,0
29361,19,198668,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
9488,37,216473,9,0.29697986577181207,48,1,0,1,0,0,0,1,1,0,0,0,0,1,1
4494,33,84154,10,0.21287436311668945,20,0,0,1,0,1,0,0,1,0,0,0,0,1,1
20070,33,171216,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
20472,26,76996,10,0.21287436311668945,38,0,0,1,0,1,0,0,0,1,0,1,0,0,0
17982,18,46247,10,0.21287436311668945,15,0,0,1,0,1,0,0,0,1,0,0,0,1,0
26619,62,210464,9,0.21287436311668945,38,0,0,1,0,1,0,0,0,1,0,1,0,0,0
17565,50,88926,9,0.21287436311668945,40,1,5178,1,0,1,0,0,1,0,0,0,0,1,0
